method,experiment_type,experiment_variant,dataset_direction,model,brier_before,brier_after,ece_before,ece_after,mce_before,mce_after,brier_delta,ece_delta,mce_delta,experiment_id,n,brier_win,ece_win,mce_win,all_win,any_degrade,outcome,failure_category,model_family
temperature,external_kaggle_uci,cfs,kaggle__to__va,rf,0.228270,0.225781,0.129338,0.155171,0.393003,0.304939,-0.002489,0.025833,-0.088064,external_kaggle_uci__cfs__kaggle__to__va__rf.json,1,True,False,True,False,True,neutral,ece_degraded,tree
temperature,external_kaggle_uci,cfs,kaggle__to__va,xgb,0.262105,0.249950,0.186929,0.151045,0.506031,0.747921,-0.012154,-0.035885,0.241890,external_kaggle_uci__cfs__kaggle__to__va__xgb.json,1,True,True,False,False,True,improved,success,tree
temperature,external_kaggle_uci,cfs,switzerland__to__kaggle,lgbm,0.460067,0.257433,0.461263,0.109420,0.481517,0.291217,-0.202634,-0.351843,-0.190301,external_kaggle_uci__cfs__switzerland__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_kaggle_uci,cfs,switzerland__to__kaggle,lr,0.455599,0.255388,0.455198,0.079388,0.455198,0.600717,-0.200211,-0.375810,0.145519,external_kaggle_uci__cfs__switzerland__to__kaggle__lr.json,1,True,True,False,False,True,improved,success,linear
temperature,external_kaggle_uci,cfs,switzerland__to__kaggle,rf,0.249518,0.246288,0.102259,0.057777,0.306490,0.315356,-0.003230,-0.044482,0.008866,external_kaggle_uci__cfs__switzerland__to__kaggle__rf.json,1,True,True,False,False,True,neutral,neutral,tree
temperature,external_kaggle_uci,cfs,switzerland__to__kaggle,xgb,0.461902,0.259153,0.458185,0.109293,0.524851,0.124471,-0.202749,-0.348893,-0.400381,external_kaggle_uci__cfs__switzerland__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_kaggle_uci,cfs,va__to__kaggle,lgbm,0.278163,0.244450,0.213904,0.090710,0.302139,0.243785,-0.033714,-0.123194,-0.058355,external_kaggle_uci__cfs__va__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_kaggle_uci,cfs,va__to__kaggle,lr,0.276106,0.249502,0.183716,0.029645,0.502760,0.029645,-0.026605,-0.154070,-0.473115,external_kaggle_uci__cfs__va__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_kaggle_uci,cfs,va__to__kaggle,rf,0.232303,0.220811,0.065334,0.075675,0.241543,0.157777,-0.011492,0.010342,-0.083767,external_kaggle_uci__cfs__va__to__kaggle__rf.json,1,True,False,True,False,True,improved,success,tree
temperature,external_kaggle_uci,cfs,va__to__kaggle,xgb,0.267872,0.245786,0.202958,0.075654,0.454093,0.160922,-0.022087,-0.127303,-0.293172,external_kaggle_uci__cfs__va__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,cleveland+hungary+switzerland__to__va,lgbm,0.191145,0.191145,0.108475,0.108475,0.253585,0.253585,0.000000,0.000000,0.000000,external_uci__cleveland+hungary+switzerland__to__va__lgbm.json,1,False,False,False,False,False,neutral,neutral,tree
temperature,external_uci,,cleveland+hungary+switzerland__to__va,lr,0.186701,0.182674,0.121367,0.094079,0.276775,0.173840,-0.004027,-0.027288,-0.102935,external_uci__cleveland+hungary+switzerland__to__va__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,cleveland+hungary+switzerland__to__va,rf,0.176358,0.176358,0.079225,0.079225,0.251293,0.251293,-0.000000,0.000000,0.000000,external_uci__cleveland+hungary+switzerland__to__va__rf.json,1,True,False,False,False,False,neutral,neutral,tree
temperature,external_uci,,cleveland+hungary+switzerland__to__va,xgb,0.205991,0.208611,0.118897,0.148521,0.339558,0.439367,0.002620,0.029624,0.099809,external_uci__cleveland+hungary+switzerland__to__va__xgb.json,1,False,False,False,False,True,degraded,ece_degraded|mce_degraded,tree
temperature,external_uci,,cleveland+hungary+va__to__switzerland,lgbm,0.202972,0.205119,0.327033,0.338424,0.666698,0.851863,0.002147,0.011391,0.185165,external_uci__cleveland+hungary+va__to__switzerland__lgbm.json,1,False,False,False,False,True,degraded,ece_degraded|mce_degraded|mce_severe,tree
temperature,external_uci,,cleveland+hungary+va__to__switzerland,lr,0.198139,0.197517,0.325376,0.311584,0.634427,0.641482,-0.000622,-0.013792,0.007055,external_uci__cleveland+hungary+va__to__switzerland__lr.json,1,True,True,False,False,True,neutral,neutral,linear
temperature,external_uci,,cleveland+hungary+va__to__switzerland,rf,0.184268,0.183731,0.322440,0.307264,0.657304,0.634897,-0.000537,-0.015176,-0.022407,external_uci__cleveland+hungary+va__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,cleveland+hungary+va__to__switzerland,xgb,0.200732,0.201836,0.327810,0.321026,0.630258,0.637766,0.001104,-0.006784,0.007509,external_uci__cleveland+hungary+va__to__switzerland__xgb.json,1,False,True,False,False,True,neutral,neutral,tree
temperature,external_uci,,cleveland+switzerland+va__to__hungary,lgbm,0.217129,0.216012,0.250689,0.244474,0.402791,0.386259,-0.001118,-0.006215,-0.016531,external_uci__cleveland+switzerland+va__to__hungary__lgbm.json,1,True,True,True,True,False,neutral,neutral,tree
temperature,external_uci,,cleveland+switzerland+va__to__hungary,lr,0.194910,0.195834,0.258732,0.232300,0.466103,0.319445,0.000924,-0.026432,-0.146658,external_uci__cleveland+switzerland+va__to__hungary__lr.json,1,False,True,True,False,True,improved,success,linear
temperature,external_uci,,cleveland+switzerland+va__to__hungary,rf,0.166508,0.158330,0.184661,0.170866,0.282383,0.408333,-0.008178,-0.013795,0.125951,external_uci__cleveland+switzerland+va__to__hungary__rf.json,1,True,True,False,False,True,neutral,mce_degraded|mce_severe,tree
temperature,external_uci,,cleveland+switzerland+va__to__hungary,xgb,0.221402,0.218764,0.248056,0.238468,0.442840,0.388262,-0.002638,-0.009588,-0.054578,external_uci__cleveland+switzerland+va__to__hungary__xgb.json,1,True,True,True,True,False,neutral,neutral,tree
temperature,external_uci,,cleveland__to__hungary,lgbm,0.158929,0.159060,0.162981,0.151509,0.572645,0.636345,0.000131,-0.011471,0.063700,external_uci__cleveland__to__hungary__lgbm.json,1,False,True,False,False,True,neutral,mce_degraded,tree
temperature,external_uci,,cleveland__to__hungary,lr,0.455337,0.249936,0.514474,0.324267,0.735020,0.486156,-0.205400,-0.190207,-0.248864,external_uci__cleveland__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,cleveland__to__hungary,rf,0.163525,0.157050,0.195728,0.162217,0.474050,0.554150,-0.006476,-0.033512,0.080099,external_uci__cleveland__to__hungary__rf.json,1,True,True,False,False,True,neutral,mce_degraded,tree
temperature,external_uci,,cleveland__to__hungary,xgb,0.165488,0.165723,0.166984,0.163528,0.536932,0.529812,0.000235,-0.003457,-0.007120,external_uci__cleveland__to__hungary__xgb.json,1,False,True,True,False,True,neutral,neutral,tree
temperature,external_uci,,cleveland__to__switzerland,lgbm,0.217624,0.217624,0.341179,0.341179,0.904005,0.904005,0.000000,0.000000,0.000000,external_uci__cleveland__to__switzerland__lgbm.json,1,False,False,False,False,False,neutral,neutral,tree
temperature,external_uci,,cleveland__to__switzerland,lr,0.226883,0.218736,0.317370,0.348845,0.943150,0.873922,-0.008146,0.031474,-0.069227,external_uci__cleveland__to__switzerland__lr.json,1,True,False,True,False,True,neutral,ece_degraded,linear
temperature,external_uci,,cleveland__to__switzerland,rf,0.188505,0.188256,0.316506,0.309171,0.733491,0.754826,-0.000249,-0.007335,0.021334,external_uci__cleveland__to__switzerland__rf.json,1,True,True,False,False,True,degraded,mce_degraded,tree
temperature,external_uci,,cleveland__to__switzerland,xgb,0.216589,0.216589,0.342005,0.342005,0.643447,0.643447,0.000000,0.000000,0.000000,external_uci__cleveland__to__switzerland__xgb.json,1,False,False,False,False,False,neutral,neutral,tree
temperature,external_uci,,cleveland__to__va,lgbm,0.180354,0.180208,0.112030,0.070443,0.263012,0.123586,-0.000146,-0.041587,-0.139426,external_uci__cleveland__to__va__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,cleveland__to__va,lr,0.248331,0.211321,0.237228,0.117068,0.839159,0.292305,-0.037010,-0.120159,-0.546854,external_uci__cleveland__to__va__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,cleveland__to__va,rf,0.182567,0.182048,0.092664,0.134485,0.187839,0.247654,-0.000519,0.041821,0.059814,external_uci__cleveland__to__va__rf.json,1,True,False,False,False,True,degraded,ece_degraded|mce_degraded,tree
temperature,external_uci,,cleveland__to__va,xgb,0.194492,0.199805,0.090787,0.101988,0.240252,0.838349,0.005313,0.011200,0.598097,external_uci__cleveland__to__va__xgb.json,1,False,False,False,False,True,degraded,ece_degraded|mce_degraded|mce_severe,tree
temperature,external_uci,,hungary+switzerland+va__to__cleveland,lgbm,0.270034,0.235344,0.281137,0.201741,0.548848,0.412331,-0.034690,-0.079396,-0.136516,external_uci__hungary+switzerland+va__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,hungary+switzerland+va__to__cleveland,lr,0.536660,0.268459,0.542702,0.219462,0.816164,0.422275,-0.268200,-0.323239,-0.393889,external_uci__hungary+switzerland+va__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,hungary+switzerland+va__to__cleveland,rf,0.226696,0.219389,0.235441,0.193763,0.464950,0.486078,-0.007306,-0.041677,0.021127,external_uci__hungary+switzerland+va__to__cleveland__rf.json,1,True,True,False,False,True,neutral,mce_degraded,tree
temperature,external_uci,,hungary+switzerland+va__to__cleveland,xgb,0.269820,0.237609,0.280186,0.239030,0.545750,0.477228,-0.032211,-0.041156,-0.068522,external_uci__hungary+switzerland+va__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,hungary__to__cleveland,lgbm,0.175139,0.175389,0.085023,0.095994,0.253198,0.360519,0.000250,0.010972,0.107320,external_uci__hungary__to__cleveland__lgbm.json,1,False,False,False,False,True,degraded,ece_degraded|mce_degraded|mce_severe,tree
temperature,external_uci,,hungary__to__cleveland,lr,0.407030,0.234173,0.419874,0.102578,0.858501,0.426822,-0.172857,-0.317296,-0.431679,external_uci__hungary__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,hungary__to__cleveland,rf,0.177274,0.179699,0.126676,0.122248,0.284327,0.313109,0.002425,-0.004428,0.028783,external_uci__hungary__to__cleveland__rf.json,1,False,True,False,False,True,degraded,mce_degraded,tree
temperature,external_uci,,hungary__to__cleveland,xgb,0.179058,0.181698,0.087527,0.086723,0.233149,0.207260,0.002640,-0.000804,-0.025889,external_uci__hungary__to__cleveland__xgb.json,1,False,True,True,False,True,neutral,neutral,tree
temperature,external_uci,,hungary__to__switzerland,lgbm,0.253531,0.242943,0.406756,0.416612,0.791665,0.627812,-0.010589,0.009856,-0.163853,external_uci__hungary__to__switzerland__lgbm.json,1,True,False,True,False,True,improved,success,tree
temperature,external_uci,,hungary__to__switzerland,lr,0.350357,0.259030,0.528371,0.430486,0.548243,0.430486,-0.091327,-0.097885,-0.117757,external_uci__hungary__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,hungary__to__switzerland,rf,0.167349,0.154532,0.314315,0.276126,0.656819,0.746243,-0.012817,-0.038190,0.089424,external_uci__hungary__to__switzerland__rf.json,1,True,True,False,False,True,improved,success,tree
temperature,external_uci,,hungary__to__switzerland,xgb,0.247867,0.239242,0.393271,0.401044,0.765088,0.630541,-0.008625,0.007774,-0.134546,external_uci__hungary__to__switzerland__xgb.json,1,True,False,True,False,True,neutral,neutral,tree
temperature,external_uci,,hungary__to__va,lgbm,0.197947,0.207414,0.162929,0.153405,0.361658,0.358755,0.009467,-0.009523,-0.002903,external_uci__hungary__to__va__lgbm.json,1,False,True,True,False,True,neutral,neutral,tree
temperature,external_uci,,hungary__to__va,lr,0.217776,0.229755,0.187774,0.179695,0.443322,0.380967,0.011979,-0.008079,-0.062355,external_uci__hungary__to__va__lr.json,1,False,True,True,False,True,neutral,brier_degraded,linear
temperature,external_uci,,hungary__to__va,rf,0.180154,0.181814,0.101377,0.095709,0.281165,0.231495,0.001660,-0.005668,-0.049670,external_uci__hungary__to__va__rf.json,1,False,True,True,False,True,neutral,neutral,tree
temperature,external_uci,,hungary__to__va,xgb,0.200401,0.199517,0.079649,0.092658,0.343516,0.187387,-0.000884,0.013009,-0.156129,external_uci__hungary__to__va__xgb.json,1,True,False,True,False,True,neutral,ece_degraded,tree
temperature,external_uci,,switzerland__to__cleveland,lgbm,0.367918,0.245716,0.411695,0.120484,0.584703,0.145436,-0.122202,-0.291211,-0.439267,external_uci__switzerland__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__cleveland,lr,0.482918,0.260881,0.486442,0.118429,0.486442,0.118429,-0.222037,-0.368013,-0.368013,external_uci__switzerland__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,switzerland__to__cleveland,rf,0.217029,0.216082,0.188025,0.162684,0.342701,0.310321,-0.000947,-0.025340,-0.032380,external_uci__switzerland__to__cleveland__rf.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__cleveland,xgb,0.362123,0.246430,0.406109,0.180266,0.727670,0.252850,-0.115693,-0.225843,-0.474819,external_uci__switzerland__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__hungary,lgbm,0.413449,0.252908,0.477790,0.196978,0.730195,0.219772,-0.160541,-0.280812,-0.510423,external_uci__switzerland__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__hungary,lr,0.557205,0.272081,0.572637,0.205007,0.572637,0.205007,-0.285124,-0.367629,-0.367629,external_uci__switzerland__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,switzerland__to__hungary,rf,0.236572,0.230909,0.277481,0.213791,0.475647,0.399828,-0.005662,-0.063690,-0.075819,external_uci__switzerland__to__hungary__rf.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__hungary,xgb,0.391759,0.251188,0.461623,0.222377,0.673040,0.392929,-0.140571,-0.239246,-0.280111,external_uci__switzerland__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__va,lgbm,0.301506,0.245247,0.287510,0.150282,0.429918,0.356485,-0.056259,-0.137229,-0.073433,external_uci__switzerland__to__va__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,switzerland__to__va,lr,0.307740,0.262843,0.284360,0.190227,0.284360,0.190227,-0.044897,-0.094133,-0.094133,external_uci__switzerland__to__va__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,switzerland__to__va,rf,0.219744,0.217485,0.154210,0.151403,0.294908,0.346149,-0.002259,-0.002806,0.051241,external_uci__switzerland__to__va__rf.json,1,True,True,False,False,True,degraded,mce_degraded,tree
temperature,external_uci,,switzerland__to__va,xgb,0.293697,0.243335,0.280368,0.166039,0.722904,0.331880,-0.050362,-0.114329,-0.391024,external_uci__switzerland__to__va__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,va__to__cleveland,lgbm,0.255985,0.240211,0.245036,0.207343,0.492869,0.339216,-0.015775,-0.037693,-0.153652,external_uci__va__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,va__to__cleveland,lr,0.432270,0.253773,0.450321,0.108689,0.766764,0.108689,-0.178497,-0.341632,-0.658075,external_uci__va__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,va__to__cleveland,rf,0.196654,0.190780,0.144880,0.137620,0.263957,0.305604,-0.005874,-0.007259,0.041647,external_uci__va__to__cleveland__rf.json,1,True,True,False,False,True,degraded,mce_degraded,tree
temperature,external_uci,,va__to__cleveland,xgb,0.243191,0.232714,0.224630,0.199147,0.377711,0.359020,-0.010477,-0.025483,-0.018691,external_uci__va__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,va__to__hungary,lgbm,0.203408,0.203165,0.233605,0.241102,0.352041,0.408144,-0.000243,0.007497,0.056103,external_uci__va__to__hungary__lgbm.json,1,True,False,False,False,True,degraded,mce_degraded,tree
temperature,external_uci,,va__to__hungary,lr,0.355407,0.256217,0.366421,0.163955,0.698620,0.163955,-0.099190,-0.202466,-0.534665,external_uci__va__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,va__to__hungary,rf,0.178906,0.136083,0.198929,0.080454,0.282460,0.229235,-0.042822,-0.118475,-0.053225,external_uci__va__to__hungary__rf.json,1,True,True,True,True,False,improved,success,tree
temperature,external_uci,,va__to__hungary,xgb,0.212850,0.215083,0.227634,0.239980,0.416309,0.443452,0.002233,0.012346,0.027143,external_uci__va__to__hungary__xgb.json,1,False,False,False,False,True,degraded,ece_degraded|mce_degraded,tree
temperature,external_uci,,va__to__switzerland,lgbm,0.129370,0.107002,0.194094,0.133351,0.356606,0.549104,-0.022368,-0.060743,0.192498,external_uci__va__to__switzerland__lgbm.json,1,True,True,False,False,True,improved,success,tree
temperature,external_uci,,va__to__switzerland,lr,0.104844,0.075885,0.179144,0.050758,0.179144,0.050758,-0.028959,-0.128386,-0.128386,external_uci__va__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
temperature,external_uci,,va__to__switzerland,rf,0.237355,0.238789,0.395209,0.390345,0.545252,0.553498,0.001435,-0.004865,0.008246,external_uci__va__to__switzerland__rf.json,1,False,True,False,False,True,neutral,neutral,tree
temperature,external_uci,,va__to__switzerland,xgb,0.128744,0.104898,0.246854,0.144022,0.646478,0.818311,-0.023845,-0.102832,0.171833,external_uci__va__to__switzerland__xgb.json,1,True,True,False,False,True,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland+hungary+switzerland+va__to__kaggle,lgbm,0.273349,0.273848,0.174176,0.175549,0.292695,0.292523,0.000498,0.001373,-0.000172,external_kaggle_uci__cfs_plus_chol__cleveland+hungary+switzerland+va__to__kaggle__lgbm.json,1,False,False,True,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland+hungary+switzerland+va__to__kaggle,lr,0.289497,0.290060,0.199840,0.200118,0.353968,0.354499,0.000563,0.000277,0.000531,external_kaggle_uci__cfs_plus_chol__cleveland+hungary+switzerland+va__to__kaggle__lr.json,1,False,False,False,False,True,neutral,neutral,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland+hungary+switzerland+va__to__kaggle,rf,0.280524,0.281067,0.184539,0.186255,0.532343,0.532702,0.000543,0.001716,0.000359,external_kaggle_uci__cfs_plus_chol__cleveland+hungary+switzerland+va__to__kaggle__rf.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland+hungary+switzerland+va__to__kaggle,xgb,0.271362,0.271874,0.172973,0.174623,0.294754,0.298236,0.000512,0.001650,0.003482,external_kaggle_uci__cfs_plus_chol__cleveland+hungary+switzerland+va__to__kaggle__xgb.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland__to__kaggle,lgbm,0.277143,0.277631,0.179505,0.183420,0.569200,0.570766,0.000489,0.003915,0.001566,external_kaggle_uci__cfs_plus_chol__cleveland__to__kaggle__lgbm.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland__to__kaggle,lr,0.276824,0.277507,0.198532,0.200280,0.361040,0.362264,0.000683,0.001748,0.001223,external_kaggle_uci__cfs_plus_chol__cleveland__to__kaggle__lr.json,1,False,False,False,False,True,neutral,neutral,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland__to__kaggle,rf,0.274279,0.274684,0.165849,0.162594,0.504279,0.504909,0.000406,-0.003255,0.000630,external_kaggle_uci__cfs_plus_chol__cleveland__to__kaggle__rf.json,1,False,True,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,cleveland__to__kaggle,xgb,0.271835,0.272341,0.165720,0.167474,0.277656,0.289107,0.000507,0.001754,0.011451,external_kaggle_uci__cfs_plus_chol__cleveland__to__kaggle__xgb.json,1,False,False,False,False,True,degraded,mce_degraded,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,hungary__to__kaggle,lgbm,0.320676,0.321433,0.292688,0.294012,0.620251,0.622572,0.000757,0.001324,0.002320,external_kaggle_uci__cfs_plus_chol__hungary__to__kaggle__lgbm.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,hungary__to__kaggle,lr,0.267321,0.267956,0.143675,0.145837,0.143675,0.145837,0.000635,0.002162,0.002162,external_kaggle_uci__cfs_plus_chol__hungary__to__kaggle__lr.json,1,False,False,False,False,True,neutral,neutral,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,hungary__to__kaggle,rf,0.262282,0.262934,0.175277,0.177115,0.323536,0.326416,0.000652,0.001838,0.002880,external_kaggle_uci__cfs_plus_chol__hungary__to__kaggle__rf.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,hungary__to__kaggle,xgb,0.310670,0.311458,0.275273,0.276712,0.418752,0.422211,0.000787,0.001439,0.003458,external_kaggle_uci__cfs_plus_chol__hungary__to__kaggle__xgb.json,1,False,False,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland+hungary+switzerland+va,lgbm,0.298521,0.298848,0.214831,0.213350,0.447541,0.451492,0.000326,-0.001481,0.003952,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland+hungary+switzerland+va__lgbm.json,1,False,True,False,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland+hungary+switzerland+va,lr,0.275664,0.276407,0.166439,0.165868,0.374222,0.449622,0.000743,-0.000571,0.075400,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland+hungary+switzerland+va__lr.json,1,False,True,False,False,True,degraded,mce_degraded,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland+hungary+switzerland+va,rf,0.280489,0.281255,0.186836,0.184207,0.428234,0.411322,0.000766,-0.002630,-0.016912,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland+hungary+switzerland+va__rf.json,1,False,True,True,False,True,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland+hungary+switzerland+va,xgb,0.287951,0.289430,0.199084,0.203712,0.628903,0.642768,0.001480,0.004628,0.013865,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland+hungary+switzerland+va__xgb.json,1,False,False,False,False,True,degraded,mce_degraded,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland,lgbm,0.294884,0.287420,0.230060,0.208374,0.406505,0.402505,-0.007463,-0.021686,-0.004001,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland__lgbm.json,1,True,True,True,True,False,neutral,neutral,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland,lr,0.286073,0.278930,0.249037,0.208579,0.331031,0.333687,-0.007142,-0.040459,0.002656,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland__lr.json,1,True,True,False,False,True,neutral,neutral,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland,rf,0.296580,0.288301,0.241266,0.225067,0.408238,0.348028,-0.008279,-0.016199,-0.060210,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland__rf.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__cleveland,xgb,0.296018,0.288499,0.232608,0.213242,0.707220,0.402930,-0.007519,-0.019365,-0.304291,external_kaggle_uci__cfs_plus_chol__kaggle__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__hungary,lgbm,0.319907,0.276230,0.278971,0.222134,0.459126,0.409120,-0.043678,-0.056837,-0.050006,external_kaggle_uci__cfs_plus_chol__kaggle__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__hungary,lr,0.299789,0.261429,0.274652,0.184263,0.440223,0.446986,-0.038360,-0.090390,0.006763,external_kaggle_uci__cfs_plus_chol__kaggle__to__hungary__lr.json,1,True,True,False,False,True,improved,success,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__hungary,rf,0.315596,0.269172,0.287988,0.205769,0.440638,0.583165,-0.046424,-0.082218,0.142527,external_kaggle_uci__cfs_plus_chol__kaggle__to__hungary__rf.json,1,True,True,False,False,True,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__hungary,xgb,0.318207,0.274190,0.284318,0.203470,0.570780,0.429467,-0.044017,-0.080848,-0.141313,external_kaggle_uci__cfs_plus_chol__kaggle__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__switzerland,lgbm,0.307243,0.098893,0.390332,0.108224,0.963850,0.656499,-0.208350,-0.282108,-0.307351,external_kaggle_uci__cfs_plus_chol__kaggle__to__switzerland__lgbm.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__switzerland,lr,0.292223,0.078637,0.390751,0.081313,0.833126,0.322419,-0.213586,-0.309438,-0.510707,external_kaggle_uci__cfs_plus_chol__kaggle__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__switzerland,rf,0.278399,0.080299,0.374242,0.059748,0.839650,0.235308,-0.198101,-0.314493,-0.604342,external_kaggle_uci__cfs_plus_chol__kaggle__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__switzerland,xgb,0.291270,0.088733,0.373230,0.091993,0.952957,0.562759,-0.202537,-0.281237,-0.390198,external_kaggle_uci__cfs_plus_chol__kaggle__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__va,lgbm,0.235415,0.230649,0.145851,0.157794,0.349898,0.279227,-0.004766,0.011942,-0.070671,external_kaggle_uci__cfs_plus_chol__kaggle__to__va__lgbm.json,1,True,False,True,False,True,neutral,ece_degraded,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__va,lr,0.218079,0.260701,0.092142,0.229534,0.878821,0.579812,0.042622,0.137392,-0.299010,external_kaggle_uci__cfs_plus_chol__kaggle__to__va__lr.json,1,False,False,True,False,True,degraded,brier_degraded|ece_degraded|ece_severe,linear
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__va,rf,0.225173,0.259102,0.092586,0.216856,0.445350,0.471903,0.033928,0.124270,0.026553,external_kaggle_uci__cfs_plus_chol__kaggle__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded,tree
intercept_only,external_kaggle_uci,cfs_plus_chol,kaggle__to__va,xgb,0.258960,0.284430,0.177023,0.243033,0.841291,0.502138,0.025469,0.066010,-0.339153,external_kaggle_uci__cfs_plus_chol__kaggle__to__va__xgb.json,1,False,False,True,False,True,degraded,brier_degraded|ece_degraded|ece_severe,tree
